Participant,experience,evidence_sequence
23.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'yes', 'no', 'no', 'yes', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'no']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['yes', 'no', 'no', 'no', 'yes', 'yes', 'no', 'no', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'yes', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'yes', 'no', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'yes', 'no', 'no', 'yes', 'no', 'no', 'no', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['no', 'no', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no']"
24.0,FirstYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'yes', 'no', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']"
24.0,FirstYear,"['yes', 'yes', 'no', 'yes', 'no', 'no', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'no']"
24.0,FirstYear,"['yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'no']"
24.0,FirstYear,"['yes', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'yes', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
24.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
24.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes']"
24.0,FirstYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'yes', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'yes', 'yes', 'no']"
25.0,ThirdYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'yes']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no', 'no']"
25.0,ThirdYear,"['no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'no', 'yes']"
25.0,ThirdYear,"['no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes']"
25.0,ThirdYear,"['no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'no']"
25.0,ThirdYear,"['no', 'no', 'yes', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'no']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes']"
25.0,ThirdYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'yes']"
25.0,ThirdYear,"['no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'yes', 'no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no']"
25.0,ThirdYear,"['no', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['yes', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']"
25.0,ThirdYear,"['no', 'no', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
25.0,ThirdYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
25.0,ThirdYear,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'no', 'yes']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'yes']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']"
28.0,FirstYear,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no']"
28.0,FirstYear,"['yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'yes']"
28.0,FirstYear,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']"
28.0,FirstYear,"['no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'yes', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'no', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
28.0,FirstYear,"['yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
28.0,FirstYear,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no']"
